,product_id,composition,color_name,size,fit,stlye_id,color_id,scrapy_datetime
6,1024256008, Cotton 100%,White,,Slim fit,1024256,008,2022-05-14-20-09:02
0,0690449056,"Cotton 98%, Spandex 2%",Light denim blue,,Skinny fit,0690449,056,2022-05-14-20-09:02
1,0690449056," Polyester 65%, Cotton 35%",Light denim blue,,Skinny fit,0690449,056,2022-05-14-20-09:02
2,0690449056," Polyester 65%, Cotton 35%",Light denim blue,,Skinny fit,0690449,056,2022-05-14-20-09:02
3,0690449056," Polyester 65%, Cotton 35%",Light denim blue,,Skinny fit,0690449,056,2022-05-14-20-09:02
4,0690449056," Polyester 65%, Cotton 35%",Light denim blue,,Skinny fit,0690449,056,2022-05-14-20-09:02
5,0690449056," Polyester 65%, Cotton 35%",Light denim blue,,Skinny fit,0690449,056,2022-05-14-20-09:02
0,0690449051,"Cotton 98%, Spandex 2%",Gray,,Skinny fit,0690449,051,2022-05-14-20-09:02
1,0690449051,"Cotton 98%, Spandex 2%",Gray,,Skinny fit,0690449,051,2022-05-14-20-09:02
2,0690449051,"Cotton 98%, Spandex 2%",Gray,,Skinny fit,0690449,051,2022-05-14-20-09:02
3,0690449051,"Cotton 98%, Spandex 2%",Gray,,Skinny fit,0690449,051,2022-05-14-20-09:02
4,0690449051,"Cotton 98%, Spandex 2%",Gray,,Skinny fit,0690449,051,2022-05-14-20-09:02
5,0690449051,"Cotton 98%, Spandex 2%",Gray,,Skinny fit,0690449,051,2022-05-14-20-09:02
0,0690449046,"Cotton 98%, Spandex 2%",Light denim gray/Trashed,,Skinny fit,0690449,046,2022-05-14-20-09:02
1,0690449046,"Cotton 98%, Spandex 2%",Light denim gray/Trashed,,Skinny fit,0690449,046,2022-05-14-20-09:02
0,0690449040,"Cotton 98%, Spandex 2%",Denim gray,,Skinny fit,0690449,040,2022-05-14-20-09:02
1,0690449040," Polyester 65%, Cotton 35%",Denim gray,,Skinny fit,0690449,040,2022-05-14-20-09:02
0,0690449036,"Cotton 98%, Spandex 2%",Black,,Skinny fit,0690449,036,2022-05-14-20-09:02
1,0690449036,"Cotton 98%, Spandex 2%",Black,,Skinny fit,0690449,036,2022-05-14-20-09:02
2,0690449036,"Cotton 98%, Spandex 2%",Black,,Skinny fit,0690449,036,2022-05-14-20-09:02
3,0690449036,"Cotton 98%, Spandex 2%",Black,,Skinny fit,0690449,036,2022-05-14-20-09:02
4,0690449036,"Cotton 98%, Spandex 2%",Black,,Skinny fit,0690449,036,2022-05-14-20-09:02
5,0690449036,"Cotton 98%, Spandex 2%",Black,,Skinny fit,0690449,036,2022-05-14-20-09:02
6,0690449036,"Cotton 98%, Spandex 2%",Black,,Skinny fit,0690449,036,2022-05-14-20-09:02
0,0690449035,"Cotton 98%, Spandex 2%",Denim blue/trashed,,Skinny fit,0690449,035,2022-05-14-20-09:02
1,0690449035,"Cotton 98%, Spandex 2%",Denim blue/trashed,,Skinny fit,0690449,035,2022-05-14-20-09:02
0,0690449028,"Cotton 98%, Spandex 2%",Dark blue/washed out,,Skinny fit,0690449,028,2022-05-14-20-09:02
1,0690449028,"Cotton 98%, Spandex 2%",Dark blue/washed out,,Skinny fit,0690449,028,2022-05-14-20-09:02
0,0690449024,"Cotton 98%, Spandex 2%",Dark blue/Trashed,,Skinny fit,0690449,024,2022-05-14-20-09:02
1,0690449024, Polyester 100%,Dark blue/Trashed,,Skinny fit,0690449,024,2022-05-14-20-09:02
0,0690449022,"Cotton 98%, Spandex 2%",Black/trashed,,Skinny fit,0690449,022,2022-05-14-20-09:02
1,0690449022, Polyester 100%,Black/trashed,,Skinny fit,0690449,022,2022-05-14-20-09:02
2,0690449022, Polyester 100%,Black/trashed,,Skinny fit,0690449,022,2022-05-14-20-09:02
3,0690449022, Polyester 100%,Black/trashed,,Skinny fit,0690449,022,2022-05-14-20-09:02
4,0690449022, Polyester 100%,Black/trashed,,Skinny fit,0690449,022,2022-05-14-20-09:02
5,0690449022, Polyester 100%,Black/trashed,,Skinny fit,0690449,022,2022-05-14-20-09:02
6,0690449022, Polyester 100%,Black/trashed,,Skinny fit,0690449,022,2022-05-14-20-09:02
7,0690449022, Polyester 100%,Black/trashed,,Skinny fit,0690449,022,2022-05-14-20-09:02
0,0690449021,"Cotton 98%, Spandex 2%",Dark denim blue/trashed,,Skinny fit,0690449,021,2022-05-14-20-09:02
1,0690449021, Polyester 100%,Dark denim blue/trashed,,Skinny fit,0690449,021,2022-05-14-20-09:02
0,0690449013,"Cotton 98%, Spandex 2%",Black/washed,,Skinny fit,0690449,013,2022-05-14-20-09:02
1,0690449013, Polyester 100%,Black/washed,,Skinny fit,0690449,013,2022-05-14-20-09:02
0,0690449011,"Cotton 99%, Spandex 1%",White,,Skinny fit,0690449,011,2022-05-14-20-09:02
1,0690449011,"Cotton 99%, Spandex 1%",White,,Skinny fit,0690449,011,2022-05-14-20-09:02
0,0690449009,"Cotton 99%, Spandex 1%",Black washed out,,Skinny fit,0690449,009,2022-05-14-20-09:02
1,0690449009,"Cotton 99%, Spandex 1%",Black washed out,,Skinny fit,0690449,009,2022-05-14-20-09:02
0,0690449007,"Cotton 98%, Spandex 2%",Light denim blue,,Skinny fit,0690449,007,2022-05-14-20-09:02
1,0690449007, Cotton 100%,Light denim blue,,Skinny fit,0690449,007,2022-05-14-20-09:02
2,0690449007, Cotton 100%,Light denim blue,,Skinny fit,0690449,007,2022-05-14-20-09:02
3,0690449007, Cotton 100%,Light denim blue,,Skinny fit,0690449,007,2022-05-14-20-09:02
4,0690449007, Cotton 100%,Light denim blue,,Skinny fit,0690449,007,2022-05-14-20-09:02
0,0690449006,"Cotton 98%, Spandex 2%",Black/washed,,Skinny fit,0690449,006,2022-05-14-20-09:02
1,0690449006, Cotton 100%,Black/washed,,Skinny fit,0690449,006,2022-05-14-20-09:02
0,0690449002,"Cotton 98%, Spandex 2%",Denim blue,,Skinny fit,0690449,002,2022-05-14-20-09:02
1,0690449002,"Cotton 98%, Spandex 2%",Denim blue,,Skinny fit,0690449,002,2022-05-14-20-09:02
0,0690449001,"Cotton 99%, Spandex 1%",Light denim blue/trashed,,Skinny fit,0690449,001,2022-05-14-20-09:02
1,0690449001,"Cotton 99%, Spandex 1%",Light denim blue/trashed,,Skinny fit,0690449,001,2022-05-14-20-09:02
0,0690449043,"Cotton 98%, Spandex 2%",Light denim blue/trashed,,Skinny fit,0690449,043,2022-05-14-20-09:02
1,0690449043," Polyester 65%, Cotton 35%",Light denim blue/trashed,,Skinny fit,0690449,043,2022-05-14-20-09:02
2,0690449043," Polyester 65%, Cotton 35%",Light denim blue/trashed,,Skinny fit,0690449,043,2022-05-14-20-09:02
3,0690449043," Polyester 65%, Cotton 35%",Light denim blue/trashed,,Skinny fit,0690449,043,2022-05-14-20-09:02
4,0690449043," Polyester 65%, Cotton 35%",Light denim blue/trashed,,Skinny fit,0690449,043,2022-05-14-20-09:02
5,0690449043," Polyester 65%, Cotton 35%",Light denim blue/trashed,,Skinny fit,0690449,043,2022-05-14-20-09:02
0,1024256008," Cotton 99%, Spandex 1%",White,,Slim fit,1024256,008,2022-05-14-20-09:02
1,1024256008, Cotton 100%,White,,Slim fit,1024256,008,2022-05-14-20-09:02
2,1024256008, Cotton 100%,White,,Slim fit,1024256,008,2022-05-14-20-09:02
3,1024256008, Cotton 100%,White,,Slim fit,1024256,008,2022-05-14-20-09:02
4,1024256008, Cotton 100%,White,,Slim fit,1024256,008,2022-05-14-20-09:02
5,1024256008, Cotton 100%,White,,Slim fit,1024256,008,2022-05-14-20-09:02
6,1024256008, Cotton 100%,White,,Slim fit,1024256,008,2022-05-14-20-09:02
0,1024256007," Cotton 99%, Spandex 1%",Dark gray,,Slim fit,1024256,007,2022-05-14-20-09:02
1,1024256007," Polyester 65%, Cotton 35%",Dark gray,,Slim fit,1024256,007,2022-05-14-20-09:02
2,1024256007," Polyester 65%, Cotton 35%",Dark gray,,Slim fit,1024256,007,2022-05-14-20-09:02
3,1024256007," Polyester 65%, Cotton 35%",Dark gray,,Slim fit,1024256,007,2022-05-14-20-09:02
4,1024256007," Polyester 65%, Cotton 35%",Dark gray,,Slim fit,1024256,007,2022-05-14-20-09:02
5,1024256007," Polyester 65%, Cotton 35%",Dark gray,,Slim fit,1024256,007,2022-05-14-20-09:02
6,1024256007," Polyester 65%, Cotton 35%",Dark gray,,Slim fit,1024256,007,2022-05-14-20-09:02
0,1024256006," Cotton 99%, Spandex 1%",Dark denim blue,,Slim fit,1024256,006,2022-05-14-20-09:02
1,1024256006, Cotton 100%,Dark denim blue,,Slim fit,1024256,006,2022-05-14-20-09:02
2,1024256006, Cotton 100%,Dark denim blue,,Slim fit,1024256,006,2022-05-14-20-09:02
3,1024256006, Cotton 100%,Dark denim blue,,Slim fit,1024256,006,2022-05-14-20-09:02
4,1024256006, Cotton 100%,Dark denim blue,,Slim fit,1024256,006,2022-05-14-20-09:02
5,1024256006, Cotton 100%,Dark denim blue,,Slim fit,1024256,006,2022-05-14-20-09:02
6,1024256006, Cotton 100%,Dark denim blue,,Slim fit,1024256,006,2022-05-14-20-09:02
0,1024256004," Cotton 99%, Spandex 1%",Denim blue,,Slim fit,1024256,004,2022-05-14-20-09:02
1,1024256004," Polyester 65%, Cotton 35%",Denim blue,,Slim fit,1024256,004,2022-05-14-20-09:02
2,1024256004," Polyester 65%, Cotton 35%",Denim blue,,Slim fit,1024256,004,2022-05-14-20-09:02
3,1024256004," Polyester 65%, Cotton 35%",Denim blue,,Slim fit,1024256,004,2022-05-14-20-09:02
4,1024256004," Polyester 65%, Cotton 35%",Denim blue,,Slim fit,1024256,004,2022-05-14-20-09:02
5,1024256004," Polyester 65%, Cotton 35%",Denim blue,,Slim fit,1024256,004,2022-05-14-20-09:02
6,1024256004," Polyester 65%, Cotton 35%",Denim blue,,Slim fit,1024256,004,2022-05-14-20-09:02
7,1024256004," Polyester 65%, Cotton 35%",Denim blue,,Slim fit,1024256,004,2022-05-14-20-09:02
0,1024256003," Cotton 99%, Spandex 1%",Light denim blue,,Slim fit,1024256,003,2022-05-14-20-09:02
1,1024256003," Polyester 65%, Cotton 35%",Light denim blue,,Slim fit,1024256,003,2022-05-14-20-09:02
2,1024256003," Polyester 65%, Cotton 35%",Light denim blue,,Slim fit,1024256,003,2022-05-14-20-09:02
3,1024256003," Polyester 65%, Cotton 35%",Light denim blue,,Slim fit,1024256,003,2022-05-14-20-09:02
4,1024256003," Polyester 65%, Cotton 35%",Light denim blue,,Slim fit,1024256,003,2022-05-14-20-09:02
5,1024256003," Polyester 65%, Cotton 35%",Light denim blue,,Slim fit,1024256,003,2022-05-14-20-09:02
6,1024256003," Polyester 65%, Cotton 35%",Light denim blue,,Slim fit,1024256,003,2022-05-14-20-09:02
7,1024256003," Polyester 65%, Cotton 35%",Light denim blue,,Slim fit,1024256,003,2022-05-14-20-09:02
0,1024256002," Cotton 99%, Spandex 1%",Light denim blue,,Slim fit,1024256,002,2022-05-14-20-09:02
1,1024256002," Polyester 65%, Cotton 35%",Light denim blue,,Slim fit,1024256,002,2022-05-14-20-09:02
2,1024256002," Polyester 65%, Cotton 35%",Light denim blue,,Slim fit,1024256,002,2022-05-14-20-09:02
3,1024256002," Polyester 65%, Cotton 35%",Light denim blue,,Slim fit,1024256,002,2022-05-14-20-09:02
4,1024256002," Polyester 65%, Cotton 35%",Light denim blue,,Slim fit,1024256,002,2022-05-14-20-09:02
5,1024256002," Polyester 65%, Cotton 35%",Light denim blue,,Slim fit,1024256,002,2022-05-14-20-09:02
6,1024256002," Polyester 65%, Cotton 35%",Light denim blue,,Slim fit,1024256,002,2022-05-14-20-09:02
0,1024256001," Cotton 99%, Spandex 1%",Black,,Slim fit,1024256,001,2022-05-14-20-09:02
1,1024256001," Polyester 65%, Cotton 35%",Black,,Slim fit,1024256,001,2022-05-14-20-09:02
2,1024256001," Polyester 65%, Cotton 35%",Black,,Slim fit,1024256,001,2022-05-14-20-09:02
3,1024256001," Polyester 65%, Cotton 35%",Black,,Slim fit,1024256,001,2022-05-14-20-09:02
4,1024256001," Polyester 65%, Cotton 35%",Black,,Slim fit,1024256,001,2022-05-14-20-09:02
5,1024256001," Polyester 65%, Cotton 35%",Black,,Slim fit,1024256,001,2022-05-14-20-09:02
6,1024256001," Polyester 65%, Cotton 35%",Black,,Slim fit,1024256,001,2022-05-14-20-09:02
0,1024256005," Cotton 99%, Spandex 1%",Dark blue,,Slim fit,1024256,005,2022-05-14-20-09:02
1,1024256005," Polyester 65%, Cotton 35%",Dark blue,,Slim fit,1024256,005,2022-05-14-20-09:02
2,1024256005," Polyester 65%, Cotton 35%",Dark blue,,Slim fit,1024256,005,2022-05-14-20-09:02
3,1024256005," Polyester 65%, Cotton 35%",Dark blue,,Slim fit,1024256,005,2022-05-14-20-09:02
4,1024256005," Polyester 65%, Cotton 35%",Dark blue,,Slim fit,1024256,005,2022-05-14-20-09:02
5,1024256005," Polyester 65%, Cotton 35%",Dark blue,,Slim fit,1024256,005,2022-05-14-20-09:02
6,1024256005," Polyester 65%, Cotton 35%",Dark blue,,Slim fit,1024256,005,2022-05-14-20-09:02
0,0985159008," Cotton 99%, Spandex 1%",Dark gray,,Skinny fit,0985159,008,2022-05-14-20-09:02
1,0985159008," Polyester 65%, Cotton 35%",Dark gray,,Skinny fit,0985159,008,2022-05-14-20-09:02
2,0985159008," Polyester 65%, Cotton 35%",Dark gray,,Skinny fit,0985159,008,2022-05-14-20-09:02
3,0985159008," Polyester 65%, Cotton 35%",Dark gray,,Skinny fit,0985159,008,2022-05-14-20-09:02
4,0985159008," Polyester 65%, Cotton 35%",Dark gray,,Skinny fit,0985159,008,2022-05-14-20-09:02
5,0985159008," Polyester 65%, Cotton 35%",Dark gray,,Skinny fit,0985159,008,2022-05-14-20-09:02
0,0985159007," Cotton 99%, Spandex 1%",Denim blue,,Skinny fit,0985159,007,2022-05-14-20-09:02
1,0985159007," Polyester 65%, Cotton 35%",Denim blue,,Skinny fit,0985159,007,2022-05-14-20-09:02
2,0985159007," Polyester 65%, Cotton 35%",Denim blue,,Skinny fit,0985159,007,2022-05-14-20-09:02
3,0985159007," Polyester 65%, Cotton 35%",Denim blue,,Skinny fit,0985159,007,2022-05-14-20-09:02
4,0985159007," Polyester 65%, Cotton 35%",Denim blue,,Skinny fit,0985159,007,2022-05-14-20-09:02
5,0985159007," Polyester 65%, Cotton 35%",Denim blue,,Skinny fit,0985159,007,2022-05-14-20-09:02
0,0985159006," Cotton 99%, Spandex 1%",Dark denim blue,,Skinny fit,0985159,006,2022-05-14-20-09:02
1,0985159006," Polyester 65%, Cotton 35%",Dark denim blue,,Skinny fit,0985159,006,2022-05-14-20-09:02
2,0985159006," Polyester 65%, Cotton 35%",Dark denim blue,,Skinny fit,0985159,006,2022-05-14-20-09:02
3,0985159006," Polyester 65%, Cotton 35%",Dark denim blue,,Skinny fit,0985159,006,2022-05-14-20-09:02
4,0985159006," Polyester 65%, Cotton 35%",Dark denim blue,,Skinny fit,0985159,006,2022-05-14-20-09:02
5,0985159006," Polyester 65%, Cotton 35%",Dark denim blue,,Skinny fit,0985159,006,2022-05-14-20-09:02
0,0985159005," Cotton 99%, Spandex 1%",Dark blue,,Skinny fit,0985159,005,2022-05-14-20-09:02
1,0985159005, Cotton 100%,Dark blue,,Skinny fit,0985159,005,2022-05-14-20-09:02
2,0985159005, Cotton 100%,Dark blue,,Skinny fit,0985159,005,2022-05-14-20-09:02
3,0985159005, Cotton 100%,Dark blue,,Skinny fit,0985159,005,2022-05-14-20-09:02
4,0985159005, Cotton 100%,Dark blue,,Skinny fit,0985159,005,2022-05-14-20-09:02
5,0985159005, Cotton 100%,Dark blue,,Skinny fit,0985159,005,2022-05-14-20-09:02
6,0985159005, Cotton 100%,Dark blue,,Skinny fit,0985159,005,2022-05-14-20-09:02
0,0985159003," Cotton 99%, Spandex 1%",Dark gray,,Skinny fit,0985159,003,2022-05-14-20-09:02
1,0985159003," Polyester 63%, Cotton 37%",Dark gray,,Skinny fit,0985159,003,2022-05-14-20-09:02
2,0985159003," Polyester 63%, Cotton 37%",Dark gray,,Skinny fit,0985159,003,2022-05-14-20-09:02
3,0985159003," Polyester 63%, Cotton 37%",Dark gray,,Skinny fit,0985159,003,2022-05-14-20-09:02
4,0985159003," Polyester 63%, Cotton 37%",Dark gray,,Skinny fit,0985159,003,2022-05-14-20-09:02
5,0985159003," Polyester 63%, Cotton 37%",Dark gray,,Skinny fit,0985159,003,2022-05-14-20-09:02
6,0985159003," Polyester 63%, Cotton 37%",Dark gray,,Skinny fit,0985159,003,2022-05-14-20-09:02
0,0985159002," Cotton 99%, Spandex 1%",Denim blue,,Skinny fit,0985159,002,2022-05-14-20-09:02
1,0985159002, Cotton 100%,Denim blue,,Skinny fit,0985159,002,2022-05-14-20-09:02
2,0985159002, Cotton 100%,Denim blue,,Skinny fit,0985159,002,2022-05-14-20-09:02
3,0985159002, Cotton 100%,Denim blue,,Skinny fit,0985159,002,2022-05-14-20-09:02
4,0985159002, Cotton 100%,Denim blue,,Skinny fit,0985159,002,2022-05-14-20-09:02
5,0985159002, Cotton 100%,Denim blue,,Skinny fit,0985159,002,2022-05-14-20-09:02
0,0985159001," Cotton 99%, Spandex 1%",Black,,Skinny fit,0985159,001,2022-05-14-20-09:02
1,0985159001, Cotton 100%,Black,,Skinny fit,0985159,001,2022-05-14-20-09:02
2,0985159001, Cotton 100%,Black,,Skinny fit,0985159,001,2022-05-14-20-09:02
3,0985159001, Cotton 100%,Black,,Skinny fit,0985159,001,2022-05-14-20-09:02
4,0985159001, Cotton 100%,Black,,Skinny fit,0985159,001,2022-05-14-20-09:02
5,0985159001, Cotton 100%,Black,,Skinny fit,0985159,001,2022-05-14-20-09:02
6,0985159001, Cotton 100%,Black,,Skinny fit,0985159,001,2022-05-14-20-09:02
0,0985159004," Cotton 99%, Spandex 1%",Light denim blue,,Skinny fit,0985159,004,2022-05-14-20-09:02
1,0985159004, Cotton 100%,Light denim blue,,Skinny fit,0985159,004,2022-05-14-20-09:02
2,0985159004, Cotton 100%,Light denim blue,,Skinny fit,0985159,004,2022-05-14-20-09:02
3,0985159004, Cotton 100%,Light denim blue,,Skinny fit,0985159,004,2022-05-14-20-09:02
4,0985159004, Cotton 100%,Light denim blue,,Skinny fit,0985159,004,2022-05-14-20-09:02
5,0985159004, Cotton 100%,Light denim blue,,Skinny fit,0985159,004,2022-05-14-20-09:02
6,0985159004, Cotton 100%,Light denim blue,,Skinny fit,0985159,004,2022-05-14-20-09:02
0,1004199005," Cotton 99%, Spandex 1%",Light gray,,Skinny fit,1004199,005,2022-05-14-20-09:02
1,1004199005," Polyester 65%, Cotton 35%",Light gray,,Skinny fit,1004199,005,2022-05-14-20-09:02
2,1004199005," Polyester 65%, Cotton 35%",Light gray,,Skinny fit,1004199,005,2022-05-14-20-09:02
3,1004199005," Polyester 65%, Cotton 35%",Light gray,,Skinny fit,1004199,005,2022-05-14-20-09:02
4,1004199005," Polyester 65%, Cotton 35%",Light gray,,Skinny fit,1004199,005,2022-05-14-20-09:02
5,1004199005," Polyester 65%, Cotton 35%",Light gray,,Skinny fit,1004199,005,2022-05-14-20-09:02
6,1004199005," Polyester 65%, Cotton 35%",Light gray,,Skinny fit,1004199,005,2022-05-14-20-09:02
7,1004199005," Polyester 65%, Cotton 35%",Light gray,,Skinny fit,1004199,005,2022-05-14-20-09:02
0,1004199003," Cotton 99%, Spandex 1%",Denim blue,,Skinny fit,1004199,003,2022-05-14-20-09:02
1,1004199003," Polyester 65%, Cotton 35%",Denim blue,,Skinny fit,1004199,003,2022-05-14-20-09:02
2,1004199003," Polyester 65%, Cotton 35%",Denim blue,,Skinny fit,1004199,003,2022-05-14-20-09:02
3,1004199003," Polyester 65%, Cotton 35%",Denim blue,,Skinny fit,1004199,003,2022-05-14-20-09:02
4,1004199003," Polyester 65%, Cotton 35%",Denim blue,,Skinny fit,1004199,003,2022-05-14-20-09:02
5,1004199003," Polyester 65%, Cotton 35%",Denim blue,,Skinny fit,1004199,003,2022-05-14-20-09:02
0,1004199002,"Cotton 99%, Spandex 1%",Black,,Skinny fit,1004199,002,2022-05-14-20-09:02
1,1004199002,"Cotton 99%, Spandex 1%",Black,,Skinny fit,1004199,002,2022-05-14-20-09:02
2,1004199002,"Cotton 99%, Spandex 1%",Black,,Skinny fit,1004199,002,2022-05-14-20-09:02
3,1004199002,"Cotton 99%, Spandex 1%",Black,,Skinny fit,1004199,002,2022-05-14-20-09:02
4,1004199002,"Cotton 99%, Spandex 1%",Black,,Skinny fit,1004199,002,2022-05-14-20-09:02
5,1004199002,"Cotton 99%, Spandex 1%",Black,,Skinny fit,1004199,002,2022-05-14-20-09:02
6,1004199002,"Cotton 99%, Spandex 1%",Black,,Skinny fit,1004199,002,2022-05-14-20-09:02
7,1004199002,"Cotton 99%, Spandex 1%",Black,,Skinny fit,1004199,002,2022-05-14-20-09:02
8,1004199002,"Cotton 99%, Spandex 1%",Black,,Skinny fit,1004199,002,2022-05-14-20-09:02
0,1004199001,"Cotton 99%, Spandex 1%",Light denim blue,,Skinny fit,1004199,001,2022-05-14-20-09:02
1,1004199001,"Cotton 99%, Spandex 1%",Light denim blue,,Skinny fit,1004199,001,2022-05-14-20-09:02
2,1004199001,"Cotton 99%, Spandex 1%",Light denim blue,,Skinny fit,1004199,001,2022-05-14-20-09:02
3,1004199001,"Cotton 99%, Spandex 1%",Light denim blue,,Skinny fit,1004199,001,2022-05-14-20-09:02
4,1004199001,"Cotton 99%, Spandex 1%",Light denim blue,,Skinny fit,1004199,001,2022-05-14-20-09:02
5,1004199001,"Cotton 99%, Spandex 1%",Light denim blue,,Skinny fit,1004199,001,2022-05-14-20-09:02
6,1004199001,"Cotton 99%, Spandex 1%",Light denim blue,,Skinny fit,1004199,001,2022-05-14-20-09:02
7,1004199001,"Cotton 99%, Spandex 1%",Light denim blue,,Skinny fit,1004199,001,2022-05-14-20-09:02
0,1004199004," Cotton 99%, Spandex 1%",White,,Skinny fit,1004199,004,2022-05-14-20-09:02
1,1004199004," Polyester 65%, Cotton 35%",White,,Skinny fit,1004199,004,2022-05-14-20-09:02
2,1004199004," Polyester 65%, Cotton 35%",White,,Skinny fit,1004199,004,2022-05-14-20-09:02
3,1004199004," Polyester 65%, Cotton 35%",White,,Skinny fit,1004199,004,2022-05-14-20-09:02
4,1004199004," Polyester 65%, Cotton 35%",White,,Skinny fit,1004199,004,2022-05-14-20-09:02
5,1004199004," Polyester 65%, Cotton 35%",White,,Skinny fit,1004199,004,2022-05-14-20-09:02
6,1004199004," Polyester 65%, Cotton 35%",White,,Skinny fit,1004199,004,2022-05-14-20-09:02
0,1024256008," Cotton 99%, Spandex 1%",White,,Slim fit,1024256,008,2022-05-14-20-09:02
1,1024256008, Cotton 100%,White,,Slim fit,1024256,008,2022-05-14-20-09:02
2,1024256008, Cotton 100%,White,,Slim fit,1024256,008,2022-05-14-20-09:02
3,1024256008, Cotton 100%,White,,Slim fit,1024256,008,2022-05-14-20-09:02
4,1024256008, Cotton 100%,White,,Slim fit,1024256,008,2022-05-14-20-09:02
5,1024256008, Cotton 100%,White,,Slim fit,1024256,008,2022-05-14-20-09:02
6,1024256008, Cotton 100%,White,,Slim fit,1024256,008,2022-05-14-20-09:02
0,1024256007," Cotton 99%, Spandex 1%",Dark gray,,Slim fit,1024256,007,2022-05-14-20-09:02
1,1024256007," Polyester 65%, Cotton 35%",Dark gray,,Slim fit,1024256,007,2022-05-14-20-09:02
2,1024256007," Polyester 65%, Cotton 35%",Dark gray,,Slim fit,1024256,007,2022-05-14-20-09:02
3,1024256007," Polyester 65%, Cotton 35%",Dark gray,,Slim fit,1024256,007,2022-05-14-20-09:02
4,1024256007," Polyester 65%, Cotton 35%",Dark gray,,Slim fit,1024256,007,2022-05-14-20-09:02
5,1024256007," Polyester 65%, Cotton 35%",Dark gray,,Slim fit,1024256,007,2022-05-14-20-09:02
6,1024256007," Polyester 65%, Cotton 35%",Dark gray,,Slim fit,1024256,007,2022-05-14-20-09:02
0,1024256006," Cotton 99%, Spandex 1%",Dark denim blue,,Slim fit,1024256,006,2022-05-14-20-09:02
1,1024256006, Cotton 100%,Dark denim blue,,Slim fit,1024256,006,2022-05-14-20-09:02
2,1024256006, Cotton 100%,Dark denim blue,,Slim fit,1024256,006,2022-05-14-20-09:02
3,1024256006, Cotton 100%,Dark denim blue,,Slim fit,1024256,006,2022-05-14-20-09:02
4,1024256006, Cotton 100%,Dark denim blue,,Slim fit,1024256,006,2022-05-14-20-09:02
5,1024256006, Cotton 100%,Dark denim blue,,Slim fit,1024256,006,2022-05-14-20-09:02
6,1024256006, Cotton 100%,Dark denim blue,,Slim fit,1024256,006,2022-05-14-20-09:02
0,1024256005," Cotton 99%, Spandex 1%",Dark blue,,Slim fit,1024256,005,2022-05-14-20-09:02
1,1024256005," Polyester 65%, Cotton 35%",Dark blue,,Slim fit,1024256,005,2022-05-14-20-09:02
2,1024256005," Polyester 65%, Cotton 35%",Dark blue,,Slim fit,1024256,005,2022-05-14-20-09:02
3,1024256005," Polyester 65%, Cotton 35%",Dark blue,,Slim fit,1024256,005,2022-05-14-20-09:02
4,1024256005," Polyester 65%, Cotton 35%",Dark blue,,Slim fit,1024256,005,2022-05-14-20-09:02
5,1024256005," Polyester 65%, Cotton 35%",Dark blue,,Slim fit,1024256,005,2022-05-14-20-09:02
6,1024256005," Polyester 65%, Cotton 35%",Dark blue,,Slim fit,1024256,005,2022-05-14-20-09:02
0,1024256004," Cotton 99%, Spandex 1%",Denim blue,,Slim fit,1024256,004,2022-05-14-20-09:02
1,1024256004," Polyester 65%, Cotton 35%",Denim blue,,Slim fit,1024256,004,2022-05-14-20-09:02
2,1024256004," Polyester 65%, Cotton 35%",Denim blue,,Slim fit,1024256,004,2022-05-14-20-09:02
3,1024256004," Polyester 65%, Cotton 35%",Denim blue,,Slim fit,1024256,004,2022-05-14-20-09:02
4,1024256004," Polyester 65%, Cotton 35%",Denim blue,,Slim fit,1024256,004,2022-05-14-20-09:02
5,1024256004," Polyester 65%, Cotton 35%",Denim blue,,Slim fit,1024256,004,2022-05-14-20-09:02
6,1024256004," Polyester 65%, Cotton 35%",Denim blue,,Slim fit,1024256,004,2022-05-14-20-09:02
7,1024256004," Polyester 65%, Cotton 35%",Denim blue,,Slim fit,1024256,004,2022-05-14-20-09:02
0,1024256002," Cotton 99%, Spandex 1%",Light denim blue,,Slim fit,1024256,002,2022-05-14-20-09:02
1,1024256002," Polyester 65%, Cotton 35%",Light denim blue,,Slim fit,1024256,002,2022-05-14-20-09:02
2,1024256002," Polyester 65%, Cotton 35%",Light denim blue,,Slim fit,1024256,002,2022-05-14-20-09:02
3,1024256002," Polyester 65%, Cotton 35%",Light denim blue,,Slim fit,1024256,002,2022-05-14-20-09:02
4,1024256002," Polyester 65%, Cotton 35%",Light denim blue,,Slim fit,1024256,002,2022-05-14-20-09:02
5,1024256002," Polyester 65%, Cotton 35%",Light denim blue,,Slim fit,1024256,002,2022-05-14-20-09:02
6,1024256002," Polyester 65%, Cotton 35%",Light denim blue,,Slim fit,1024256,002,2022-05-14-20-09:02
0,1024256001," Cotton 99%, Spandex 1%",Black,,Slim fit,1024256,001,2022-05-14-20-09:02
1,1024256001," Polyester 65%, Cotton 35%",Black,,Slim fit,1024256,001,2022-05-14-20-09:02
2,1024256001," Polyester 65%, Cotton 35%",Black,,Slim fit,1024256,001,2022-05-14-20-09:02
3,1024256001," Polyester 65%, Cotton 35%",Black,,Slim fit,1024256,001,2022-05-14-20-09:02
4,1024256001," Polyester 65%, Cotton 35%",Black,,Slim fit,1024256,001,2022-05-14-20-09:02
5,1024256001," Polyester 65%, Cotton 35%",Black,,Slim fit,1024256,001,2022-05-14-20-09:02
